Iteration 1, Training loss 0.6931, Training accuracy 0.5534, Validation accuracy 0.7319
Iteration 333, Training loss 0.1488, Training accuracy 0.8065, Validation accuracy 0.7319
Iteration 334, Training loss 0.0808, Training accuracy 0.9306, Validation accuracy 0.7319
Iteration 335, Training loss 0.0028, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 336, Training loss 0.2911, Training accuracy 0.7213, Validation accuracy 0.7319
Iteration 337, Training loss 0.0160, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 338, Training loss 0.2159, Training accuracy 0.7617, Validation accuracy 0.7319
Iteration 339, Training loss 0.1201, Training accuracy 0.8009, Validation accuracy 0.7319
Iteration 340, Training loss 0.5225, Training accuracy 0.4725, Validation accuracy 0.7319
Iteration 341, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 342, Training loss 0.4033, Training accuracy 0.4773, Validation accuracy 0.7319
Iteration 343, Training loss 0.0707, Training accuracy 0.9016, Validation accuracy 0.7319
Iteration 344, Training loss 0.0747, Training accuracy 0.8804, Validation accuracy 0.7319
Iteration 345, Training loss 0.3335, Training accuracy 0.5637, Validation accuracy 0.7319
Iteration 346, Training loss 0.3094, Training accuracy 0.6266, Validation accuracy 0.7319
Iteration 347, Training loss 0.2787, Training accuracy 0.6182, Validation accuracy 0.7319
Iteration 348, Training loss 0.2808, Training accuracy 0.6517, Validation accuracy 0.7319
Iteration 349, Training loss 0.0721, Training accuracy 0.9023, Validation accuracy 0.7319
Iteration 350, Training loss 0.2024, Training accuracy 0.7422, Validation accuracy 0.7319
Iteration 351, Training loss 0.0161, Training accuracy 0.9814, Validation accuracy 0.7319
Iteration 352, Training loss 0.0570, Training accuracy 0.9161, Validation accuracy 0.7319
Iteration 353, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 354, Training loss 0.1549, Training accuracy 0.7739, Validation accuracy 0.7319
Iteration 355, Training loss 0.0147, Training accuracy 0.9762, Validation accuracy 0.7319
Iteration 356, Training loss 0.2063, Training accuracy 0.7292, Validation accuracy 0.7319
Iteration 357, Training loss 0.2884, Training accuracy 0.6120, Validation accuracy 0.7319
Iteration 358, Training loss 0.0950, Training accuracy 0.8451, Validation accuracy 0.7319
Iteration 359, Training loss 0.1981, Training accuracy 0.6986, Validation accuracy 0.7319
Iteration 360, Training loss 0.4137, Training accuracy 0.4571, Validation accuracy 0.7319
Iteration 361, Training loss 0.3096, Training accuracy 0.5717, Validation accuracy 0.7319
Iteration 362, Training loss 0.0517, Training accuracy 0.9118, Validation accuracy 0.7319
Iteration 363, Training loss 0.1733, Training accuracy 0.7523, Validation accuracy 0.7319
Iteration 364, Training loss 0.1881, Training accuracy 0.7472, Validation accuracy 0.7319
Iteration 365, Training loss 0.5731, Training accuracy 0.2834, Validation accuracy 0.7319
Iteration 366, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 367, Training loss 0.0628, Training accuracy 0.9057, Validation accuracy 0.7319
Iteration 368, Training loss 0.2159, Training accuracy 0.7593, Validation accuracy 0.7319
Iteration 369, Training loss 0.1881, Training accuracy 0.7535, Validation accuracy 0.7319
Iteration 370, Training loss 0.3833, Training accuracy 0.5582, Validation accuracy 0.7319
Iteration 371, Training loss 0.0732, Training accuracy 0.9057, Validation accuracy 0.7319
Iteration 372, Training loss 0.1552, Training accuracy 0.8147, Validation accuracy 0.7319
Iteration 373, Training loss 0.1139, Training accuracy 0.8253, Validation accuracy 0.7319
Iteration 374, Training loss 0.2867, Training accuracy 0.6252, Validation accuracy 0.7319
Iteration 375, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 376, Training loss 0.3588, Training accuracy 0.5598, Validation accuracy 0.7319
Iteration 377, Training loss 0.3239, Training accuracy 0.6413, Validation accuracy 0.7319
Iteration 378, Training loss 0.0970, Training accuracy 0.8316, Validation accuracy 0.7319
Iteration 379, Training loss 0.2275, Training accuracy 0.6825, Validation accuracy 0.7319
Iteration 380, Training loss 0.0720, Training accuracy 0.9540, Validation accuracy 0.7319
Iteration 381, Training loss 0.1999, Training accuracy 0.7125, Validation accuracy 0.7319
Iteration 382, Training loss 0.3044, Training accuracy 0.6344, Validation accuracy 0.7319
Iteration 383, Training loss 0.0722, Training accuracy 0.9304, Validation accuracy 0.7319
Iteration 384, Training loss 0.2643, Training accuracy 0.6582, Validation accuracy 0.7319
Iteration 385, Training loss 0.1775, Training accuracy 0.7327, Validation accuracy 0.7319
Iteration 386, Training loss 0.1117, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 387, Training loss 0.3723, Training accuracy 0.4831, Validation accuracy 0.7319
Iteration 388, Training loss 0.3926, Training accuracy 0.4636, Validation accuracy 0.7319
Iteration 389, Training loss 0.1616, Training accuracy 0.7774, Validation accuracy 0.7319
Iteration 390, Training loss 0.2596, Training accuracy 0.6282, Validation accuracy 0.7319
Iteration 391, Training loss 0.0737, Training accuracy 0.8928, Validation accuracy 0.7319
Iteration 392, Training loss 0.0919, Training accuracy 0.8724, Validation accuracy 0.7319
Iteration 393, Training loss 0.0365, Training accuracy 0.9520, Validation accuracy 0.7319
Iteration 394, Training loss 0.5007, Training accuracy 0.4709, Validation accuracy 0.7319
Iteration 395, Training loss 0.0008, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 396, Training loss 0.0331, Training accuracy 0.9477, Validation accuracy 0.7319
Iteration 397, Training loss 0.2250, Training accuracy 0.7059, Validation accuracy 0.7319
Iteration 398, Training loss 0.1171, Training accuracy 0.8477, Validation accuracy 0.7319
Iteration 399, Training loss 0.2554, Training accuracy 0.6386, Validation accuracy 0.7319
Iteration 400, Training loss 0.2207, Training accuracy 0.8097, Validation accuracy 0.7319
Iteration 401, Training loss 0.3083, Training accuracy 0.6814, Validation accuracy 0.7319
Iteration 402, Training loss 0.2118, Training accuracy 0.6609, Validation accuracy 0.7319
Iteration 403, Training loss 0.1424, Training accuracy 0.8058, Validation accuracy 0.7319
Iteration 404, Training loss 0.1049, Training accuracy 0.9301, Validation accuracy 0.7319
Iteration 405, Training loss 0.2736, Training accuracy 0.6915, Validation accuracy 0.7319
Iteration 406, Training loss 0.2542, Training accuracy 0.7275, Validation accuracy 0.7319
Iteration 407, Training loss 0.5354, Training accuracy 0.3217, Validation accuracy 0.7319
Iteration 408, Training loss 0.0069, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 409, Training loss 0.1683, Training accuracy 0.8168, Validation accuracy 0.7319
Iteration 410, Training loss 0.2856, Training accuracy 0.6790, Validation accuracy 0.7319
Iteration 411, Training loss 0.0161, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 412, Training loss 0.0252, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 413, Training loss 0.3669, Training accuracy 0.5992, Validation accuracy 0.7319
Iteration 414, Training loss 0.1796, Training accuracy 0.8268, Validation accuracy 0.7319
Iteration 415, Training loss 0.0704, Training accuracy 0.9266, Validation accuracy 0.7319
Iteration 416, Training loss 0.3375, Training accuracy 0.5613, Validation accuracy 0.7319
Iteration 417, Training loss 0.0014, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 418, Training loss 0.2742, Training accuracy 0.6353, Validation accuracy 0.7319
Iteration 419, Training loss 0.2188, Training accuracy 0.6607, Validation accuracy 0.7319
Iteration 420, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 421, Training loss 0.0537, Training accuracy 0.9104, Validation accuracy 0.7319
Iteration 422, Training loss 0.2151, Training accuracy 0.7271, Validation accuracy 0.7319
Iteration 423, Training loss 0.0951, Training accuracy 0.8614, Validation accuracy 0.7319
Iteration 424, Training loss 0.3527, Training accuracy 0.5835, Validation accuracy 0.7319
Iteration 425, Training loss 0.1234, Training accuracy 0.8005, Validation accuracy 0.7319
Iteration 426, Training loss 0.1993, Training accuracy 0.8107, Validation accuracy 0.7319
Iteration 427, Training loss 0.2291, Training accuracy 0.7043, Validation accuracy 0.7319
Iteration 428, Training loss 0.9181, Training accuracy 0.3619, Validation accuracy 0.7319
Iteration 429, Training loss 0.2068, Training accuracy 0.6701, Validation accuracy 0.7319
Iteration 430, Training loss 0.1330, Training accuracy 0.7718, Validation accuracy 0.7319
Iteration 431, Training loss 0.0276, Training accuracy 0.9755, Validation accuracy 0.7319
Iteration 432, Training loss 0.2613, Training accuracy 0.6595, Validation accuracy 0.7319
Iteration 433, Training loss 0.0782, Training accuracy 0.9189, Validation accuracy 0.7319
Iteration 434, Training loss 0.2637, Training accuracy 0.6749, Validation accuracy 0.7319
Iteration 435, Training loss 0.1082, Training accuracy 0.8560, Validation accuracy 0.7319
Iteration 436, Training loss 0.3542, Training accuracy 0.4995, Validation accuracy 0.7319
Iteration 437, Training loss 0.0962, Training accuracy 0.8826, Validation accuracy 0.7319
Iteration 438, Training loss 0.2877, Training accuracy 0.6542, Validation accuracy 0.7319
Iteration 439, Training loss 0.2052, Training accuracy 0.8093, Validation accuracy 0.7319
Iteration 440, Training loss 0.1859, Training accuracy 0.7516, Validation accuracy 0.7319
Iteration 441, Training loss 0.0052, Training accuracy 1.0000, Validation accuracy 0.7319
Iteration 442, Training loss 0.5168, Training accuracy 0.3569, Validation accuracy 0.7319
Iteration 443, Training loss 0.1482, Training accuracy 0.8003, Validation accuracy 0.7319
Iteration 444, Training loss 0.2082, Training accuracy 0.7290, Validation accuracy 0.7319
Iteration 445, Training loss 0.1961, Training accuracy 0.7115, Validation accuracy 0.7319
Iteration 446, Training loss 0.0390, Training accuracy 0.9424, Validation accuracy 0.7319
Iteration 447, Training loss 0.1835, Training accuracy 0.8413, Validation accuracy 0.7319
Iteration 448, Training loss 0.2022, Training accuracy 0.7320, Validation accuracy 0.7319
Iteration 449, Training loss 0.3183, Training accuracy 0.6038, Validation accuracy 0.7320
Iteration 450, Training loss 0.0298, Training accuracy 0.9432, Validation accuracy 0.7321
Iteration 451, Training loss 0.0816, Training accuracy 0.8851, Validation accuracy 0.7326
Iteration 452, Training loss 0.0001, Training accuracy 1.0000, Validation accuracy 0.7336
Iteration 453, Training loss 0.2147, Training accuracy 0.6992, Validation accuracy 0.7358
Iteration 454, Training loss 0.3936, Training accuracy 0.5159, Validation accuracy 0.7399
Iteration 455, Training loss 0.1379, Training accuracy 0.8053, Validation accuracy 0.7463
Iteration 456, Training loss 0.2560, Training accuracy 0.6861, Validation accuracy 0.7547
Iteration 457, Training loss 0.1151, Training accuracy 0.8523, Validation accuracy 0.7645
Iteration 458, Training loss 0.1137, Training accuracy 0.8486, Validation accuracy 0.7756
Iteration 459, Training loss 0.1022, Training accuracy 0.8538, Validation accuracy 0.7876
Iteration 460, Training loss 0.0722, Training accuracy 0.9084, Validation accuracy 0.7984
Iteration 461, Training loss 0.1321, Training accuracy 0.8716, Validation accuracy 0.8085
Iteration 462, Training loss 0.0181, Training accuracy 0.9796, Validation accuracy 0.8180
Iteration 463, Training loss 0.0717, Training accuracy 0.9402, Validation accuracy 0.8274
Iteration 464, Training loss 0.3377, Training accuracy 0.6680, Validation accuracy 0.8415
Iteration 465, Training loss 0.0461, Training accuracy 0.9624, Validation accuracy 0.8530
Iteration 466, Training loss 0.1684, Training accuracy 0.8506, Validation accuracy 0.8611
Iteration 467, Training loss 0.1187, Training accuracy 0.8906, Validation accuracy 0.8668
Iteration 468, Training loss 0.0001, Training accuracy 1.0000, Validation accuracy 0.8711
Iteration 469, Training loss 0.1040, Training accuracy 0.9372, Validation accuracy 0.8742
Iteration 470, Training loss 0.0510, Training accuracy 0.9473, Validation accuracy 0.8757
Iteration 471, Training loss 0.0914, Training accuracy 0.9290, Validation accuracy 0.8764
Iteration 472, Training loss 0.1705, Training accuracy 0.8820, Validation accuracy 0.8778
Iteration 473, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.8789
Iteration 474, Training loss 0.1113, Training accuracy 0.9270, Validation accuracy 0.8792
Iteration 475, Training loss 0.2614, Training accuracy 0.8447, Validation accuracy 0.8818
Iteration 476, Training loss 0.1501, Training accuracy 0.9042, Validation accuracy 0.8851
Iteration 477, Training loss 0.1805, Training accuracy 0.8862, Validation accuracy 0.8887
Iteration 478, Training loss 0.4050, Training accuracy 0.7486, Validation accuracy 0.8947
Iteration 479, Training loss 0.1697, Training accuracy 0.8563, Validation accuracy 0.8998
Iteration 480, Training loss 0.2959, Training accuracy 0.8254, Validation accuracy 0.9036
Iteration 481, Training loss 0.1794, Training accuracy 0.8542, Validation accuracy 0.9040
Iteration 482, Training loss 0.3369, Training accuracy 0.7986, Validation accuracy 0.8979
Iteration 483, Training loss 0.0328, Training accuracy 0.9562, Validation accuracy 0.8885
Iteration 484, Training loss 0.0928, Training accuracy 0.9084, Validation accuracy 0.8788
Iteration 485, Training loss 0.2096, Training accuracy 0.8291, Validation accuracy 0.8726
Iteration 486, Training loss 0.4081, Training accuracy 0.7273, Validation accuracy 0.8631
Iteration 487, Training loss 0.1986, Training accuracy 0.8371, Validation accuracy 0.8579
Iteration 488, Training loss 0.2018, Training accuracy 0.8019, Validation accuracy 0.8646
Iteration 489, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.8699
Iteration 490, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.8747
Iteration 491, Training loss 0.1686, Training accuracy 0.8346, Validation accuracy 0.8876
Iteration 492, Training loss 0.1495, Training accuracy 0.8751, Validation accuracy 0.8950
Iteration 493, Training loss 0.0332, Training accuracy 0.9774, Validation accuracy 0.8948
Iteration 494, Training loss 0.0866, Training accuracy 0.9122, Validation accuracy 0.8875
Iteration 495, Training loss 0.0090, Training accuracy 0.9899, Validation accuracy 0.8720
Iteration 496, Training loss 0.1767, Training accuracy 0.8793, Validation accuracy 0.8645
Iteration 497, Training loss 0.1406, Training accuracy 0.9193, Validation accuracy 0.8660
Iteration 498, Training loss 0.1170, Training accuracy 0.9250, Validation accuracy 0.8699
Iteration 499, Training loss 0.4023, Training accuracy 0.8686, Validation accuracy 0.8877
Iteration 500, Training loss 0.1527, Training accuracy 0.8842, Validation accuracy 0.9035
Iteration 501, Training loss 0.0252, Training accuracy 0.9817, Validation accuracy 0.9071
Iteration 502, Training loss 0.1234, Training accuracy 0.8894, Validation accuracy 0.8970
